340
558
364
10
150
294
576
412
118
458
270
46
526
420
552
244
168
132
186
472
238
122
2
282
176
248
562
204
62
480
446
484
106
434
354
144
166
400
80
260
14
578
4
570
162
34
424
232
130
242
76
112
474
548
70
380
288
170
22
214
402
12
442
240
246
208
18
102
302
192
494
218
322
292
142
160
396
416
180
390
88
592
32
222
316
320
550
94
496
258
114
438
524
326
190
290
178
216
454
594
